id,status_group
16100,functional needs repair
16104,non functional
16106,functional
16115,functional
16117,functional
16120,functional
16122,non functional
16125,functional
16127,functional
16129,functional
16134,functional
16141,functional
16145,functional
16153,functional
16160,non functional
16165,non functional
16170,functional
16172,functional
16179,functional
16185,functional
16193,functional
16194,functional
16197,functional
16199,functional
16222,functional needs repair
16234,functional
16239,functional
16240,functional
16242,functional
16257,functional
16270,non functional
16277,functional
16281,functional
16288,functional
16298,functional
16302,non functional
16304,functional
16306,functional
16319,non functional
16322,functional
16337,non functional
16340,functional
16343,functional
16346,non functional
16348,functional
16352,functional
16356,non functional
16359,functional
16368,functional
16369,functional
16374,functional
16375,functional
16382,functional
16384,non functional
16390,functional
16391,non functional
16393,functional
16396,functional
16403,functional
16404,non functional
16410,functional
16418,functional
16424,non functional
16434,non functional
16436,functional
16439,functional
16442,non functional
16460,functional
16467,non functional
16470,non functional
16471,functional
16473,non functional
16483,non functional
16485,functional
16490,non functional
16493,non functional
16501,functional
16504,non functional
16522,functional
16523,non functional
16525,functional
16528,functional
16531,functional
16539,functional
16542,functional
16545,functional
16554,functional
16559,non functional
16562,non functional
16572,non functional
16575,non functional
16577,non functional
16580,functional
16587,functional
16590,functional
16591,functional
16592,functional needs repair
16599,functional
16605,functional
16607,functional
16612,functional
16613,functional
16615,functional
16622,functional
16631,functional
16633,non functional
16647,functional
16649,functional
16652,functional
16656,functional
16675,functional
16684,non functional
16688,functional
16701,non functional
16709,non functional
16713,non functional
16714,non functional
16717,functional
16734,functional
16735,functional
16738,functional
16742,functional
16749,functional
16756,functional
16763,functional
16766,non functional
16767,non functional
16768,functional
16775,functional
16777,functional
16785,functional
16789,functional
16799,functional
16803,functional
16810,functional
16818,functional
16827,functional
16828,non functional
16840,functional
16841,non functional
16845,non functional
16856,functional
16857,functional
16858,functional
16862,functional
16864,functional
16876,functional
16878,functional
16882,non functional
16883,functional
16886,functional
16902,non functional
16903,functional needs repair
16904,non functional
16907,non functional
16908,non functional
16916,functional
16920,functional
16939,functional
16940,functional
16943,functional
16949,functional
16951,functional
16954,functional needs repair
16955,functional
16961,non functional
16963,functional
16973,functional
16988,non functional
16989,functional
16990,functional
16991,functional
17001,functional
17002,functional
17006,functional needs repair
17010,functional
17013,functional
17015,non functional
17020,functional
17030,functional
17034,functional
17037,functional
17045,functional
17049,functional needs repair
17052,functional
17058,non functional
17064,non functional
17066,non functional
17075,functional
17077,functional
17078,non functional
17098,non functional
17105,non functional
17110,functional
17114,functional
17126,non functional
17130,functional
17132,functional
17133,functional
17139,non functional
17150,non functional
17153,non functional
17156,functional
17157,functional
17158,functional
17166,non functional
17168,functional
17170,functional
17175,functional
17178,functional
17188,functional
17190,functional
17198,non functional
17202,functional
17211,functional
17229,non functional
17235,functional
17248,functional
17256,non functional
17260,functional
17267,functional
17269,non functional
17289,non functional
17295,functional
17297,functional
17299,functional
17301,functional
17307,non functional
17311,non functional
17316,functional
17318,functional
17320,functional
17332,functional
17334,functional
17338,functional
17339,non functional
17353,functional
17362,functional
17385,functional
17387,non functional
17393,functional
17394,non functional
17408,non functional
17409,non functional
17416,non functional
17417,functional needs repair
17422,functional
17433,functional
17447,functional
17453,functional
17455,non functional
17457,functional
17460,functional
17463,non functional
17465,functional needs repair
17470,non functional
17473,functional
17480,functional
17483,functional
17486,non functional
17487,functional
17509,functional
17512,functional
17514,functional
17532,functional
17545,non functional
17549,functional
17559,non functional
17562,functional
17573,functional
17578,functional
17581,non functional
17597,functional
17609,functional
17610,functional
17622,functional
17632,non functional
17636,functional
17640,non functional
17641,functional
17651,functional
17670,functional
17677,functional
17681,functional
17694,non functional
17699,non functional
17719,non functional
17723,functional
17732,non functional
17745,functional
17759,non functional
17762,functional
17764,functional
17778,functional
17780,non functional
17781,functional
17787,functional
17789,non functional
17791,functional
17796,functional
17798,functional
17812,functional
17827,non functional
17831,functional
17838,functional
17846,functional
17850,functional
17852,functional
17853,functional needs repair
17873,non functional
17886,functional
17907,functional
17913,functional
17914,non functional
17916,functional
17923,functional needs repair
17926,functional
17929,non functional
17930,non functional
17935,non functional
17938,functional
17949,functional
17950,functional
17951,non functional
17954,functional
17955,functional
17956,functional
17958,functional
17959,non functional
17961,functional
17963,functional
17965,functional
17971,functional
17980,functional
17981,functional
17982,functional
17990,functional
17994,non functional
17997,functional
18004,non functional
18006,functional
18009,functional
18028,functional
18030,non functional
18042,non functional
18043,functional
18050,non functional
18051,non functional
18052,non functional
18055,functional
18056,functional
18061,non functional
18067,functional
18069,functional
18087,non functional
18092,functional
18106,non functional
18109,non functional
18110,functional
18121,functional
18132,functional
18133,functional
18142,functional
18144,functional
18149,functional
18151,functional
18152,non functional
18154,non functional
18162,functional
18166,functional
18171,functional
18172,functional
18174,non functional
18190,functional
18196,functional
18197,functional
18206,functional
18208,functional
18209,functional
18215,non functional
18216,functional
18223,functional
18229,functional
18234,functional
18244,functional
18245,non functional
18247,functional
18252,non functional
18277,functional
18286,functional
18288,functional
18291,functional
18292,non functional
18294,non functional
18299,functional needs repair
18300,non functional
18302,non functional
18305,functional
18307,functional needs repair
18308,non functional
18309,functional
18313,functional
18322,functional
18330,non functional
18332,non functional
18339,non functional
18340,non functional
18343,functional
18353,functional
18356,functional
18359,non functional
18369,functional
18372,functional
18373,functional
18376,functional
18378,functional
18379,functional
18380,functional
18381,non functional
18385,functional
18398,functional
18401,functional
18402,functional
18405,functional
18418,functional
18424,functional
18437,functional
18438,non functional
18441,functional
18446,functional
18461,functional
18464,functional
18465,functional
18466,non functional
18470,functional
18471,non functional
18472,non functional
18477,functional
18497,functional
18498,non functional
18500,functional
18502,non functional
18506,non functional
18521,functional
18526,non functional
18527,functional
18532,non functional
18535,non functional
18540,non functional
18543,functional
18548,functional
18549,functional
18563,functional
18570,non functional
18575,functional
18581,functional
18585,non functional
18607,functional
18609,functional
18620,non functional
18623,non functional
18625,non functional
18627,functional
18628,functional
18637,functional
18642,non functional
18643,functional
18645,functional
18651,functional needs repair
18652,functional
18655,functional
18666,non functional
18671,non functional
18683,functional
18685,functional
18687,functional needs repair
18691,functional
18700,non functional
18719,non functional
18721,non functional
18725,functional
18733,functional
18736,functional
18759,non functional
18762,non functional
18763,non functional
18764,functional
18770,functional
18771,non functional
18774,functional
18775,functional
18781,non functional
18792,non functional
18798,functional
18804,functional
18813,non functional
18822,functional
18824,functional
18826,functional
18828,functional
18836,functional
18839,functional
18841,non functional
18853,functional
18854,functional
18857,functional
18861,non functional
18863,functional
18879,functional
18884,functional
18890,non functional
18893,functional
18896,functional
18899,non functional
18905,functional
18906,non functional
18910,non functional
18911,functional
18921,functional
18927,functional
18929,functional
18937,functional
18940,functional
18944,functional
18945,functional
18965,functional
18971,non functional
18976,functional
18979,non functional
18981,non functional
18982,functional
18984,functional
18990,functional
18995,non functional
19001,functional
19007,functional
19013,non functional
19021,functional
19022,functional
19025,functional
19027,functional
19028,functional
19033,functional
19035,functional
19040,non functional
19050,functional
19067,non functional
19079,non functional
19081,non functional
19083,functional
19087,functional
19089,non functional
19092,functional
19094,functional
19098,functional
19100,functional
19101,functional
19103,functional
19108,functional
19109,functional
19111,non functional
19114,functional
19116,functional
19137,functional
19138,non functional
19149,functional
19165,functional
19168,functional
19171,non functional
19172,functional
19175,functional
19179,functional
19181,functional
19182,non functional
19183,non functional
19184,functional
19192,functional
19198,non functional
19207,functional
19229,functional
19238,functional
19240,functional
19241,non functional
19254,functional
19264,non functional
19266,functional
19269,non functional
19270,functional
19277,non functional
19280,non functional
19286,functional
19291,functional
19292,functional
19296,functional
19300,functional
19309,functional
19316,functional
19319,functional
19322,functional
19325,functional
19328,functional
19333,functional
19337,functional needs repair
19338,non functional
19339,non functional
19340,functional
19341,non functional
19345,non functional
19350,functional
19355,non functional
19356,non functional
19364,functional
19366,functional
19377,functional
19378,functional
19379,non functional
19383,non functional
19393,non functional
19420,functional needs repair
19421,functional needs repair
19422,functional
19427,non functional
19429,functional
19431,non functional
19435,non functional
19439,non functional
19440,functional
19445,non functional
19449,functional
19450,functional needs repair
19459,functional
19466,functional
19483,functional
19492,functional
19496,non functional
19503,non functional
19508,non functional
19512,non functional
19514,functional
19516,non functional
19517,functional
19520,functional
19523,functional
19526,functional
19528,functional
19532,non functional
19533,functional
19539,non functional
19540,functional
19559,functional
19567,functional
19584,non functional
19588,functional
19598,functional
19602,functional
19610,non functional
19611,non functional
19620,functional
19626,functional
19631,functional
19655,functional
19658,non functional
19668,functional
19675,non functional
19678,functional
19679,non functional
19693,non functional
19694,functional
19698,non functional
19704,functional
19707,functional
19726,non functional
19727,functional
19732,non functional
19735,functional
19737,non functional
19743,functional
19744,functional
19748,functional
19750,non functional
19752,functional
19755,functional
19757,non functional
19760,functional
19771,functional
19777,functional
19779,functional
19782,functional needs repair
19784,functional
19786,functional
19787,functional
19800,functional
19807,functional
19823,functional
19824,functional
19831,functional
19839,functional
19840,functional
19844,functional
19866,functional
19867,functional
19872,functional
19876,functional
19877,functional
19891,non functional
19897,functional
19903,non functional
19917,functional
19928,functional
19936,functional
19939,functional
19940,functional
19942,non functional
19946,functional
19947,functional
19951,functional
19954,non functional
19955,functional
19960,non functional
19983,functional
19984,functional
19985,functional
19990,functional
19994,non functional
19998,functional
19999,non functional
20002,functional
20012,functional
20013,functional
20021,functional needs repair
20022,non functional
20024,functional
20026,non functional
20038,functional
20040,non functional
20042,functional
20043,functional
20044,functional
20054,non functional
20062,non functional
20063,non functional
20064,functional
20066,functional needs repair
20072,functional
20077,non functional
20086,non functional
20094,functional
20102,non functional
20111,functional
20123,functional
20126,functional
20153,functional
20155,functional
20156,functional
20160,functional
20166,non functional
20171,functional
20174,functional
20177,functional
20178,non functional
20183,non functional
20185,functional
20186,functional
20187,functional
20191,functional
20195,non functional
20208,functional
20209,functional
20227,functional
20238,non functional
20244,functional
20251,functional
20255,non functional
20258,non functional
20259,functional
20266,functional
20272,functional
20278,functional
20283,functional
20292,functional
20296,non functional
20299,non functional
20309,functional
20318,functional
20332,non functional
20335,functional
20339,functional
20344,non functional
20349,functional
20368,non functional
20372,non functional
20376,functional
20389,functional
20394,functional
20396,functional
20397,non functional
20409,non functional
20418,functional
20422,functional
20427,functional needs repair
20430,non functional
20435,functional
20436,functional
20437,non functional
20439,functional
20446,functional
20450,functional
20452,non functional
20454,functional
20464,functional
20465,functional
20466,non functional
20485,functional
20497,functional
20500,functional
20526,functional
20527,functional
20532,functional
20533,functional
20535,non functional
20540,non functional
20541,non functional
20545,functional
20548,non functional
20553,non functional
20557,non functional
20558,non functional
20566,functional
20570,non functional
20577,functional
20581,non functional
20599,non functional
20603,functional
20607,functional
20612,functional
20613,non functional
20621,functional
20623,functional
20627,non functional
20628,non functional
20630,functional needs repair
20634,functional
20636,functional
20645,non functional
20652,functional
20655,functional needs repair
20658,functional
20660,functional needs repair
20661,functional
20662,non functional
20674,functional
20682,functional
20689,non functional
20691,functional
20696,functional
20698,functional
20699,non functional
20710,non functional
20712,functional
20716,non functional
20718,functional
20721,non functional
20728,functional
20730,non functional
20734,functional
20735,functional
20745,functional
20748,non functional
20756,functional
20760,non functional
20761,functional
20769,functional
20772,non functional
20773,functional
20787,functional
20795,functional
20802,functional
20818,non functional
20820,functional
20847,functional
20855,functional
20863,functional
20873,functional needs repair
20879,functional
20882,non functional
20889,functional
20895,functional
20905,functional
20907,functional
20908,functional
20920,non functional
20922,functional
20928,non functional
20931,functional
20933,functional
20941,non functional
20945,functional
20948,functional
20951,functional
20955,functional
20960,non functional
20965,functional
20967,non functional
20971,functional
20974,functional
20975,non functional
20983,non functional
20985,functional
21000,functional
21007,functional
21019,non functional
21020,functional
21027,functional
21029,functional
21045,functional
21047,non functional
21058,functional
21060,non functional
21061,functional
21066,non functional
21074,non functional
21079,non functional
21082,functional
21083,non functional
21087,non functional
21096,functional
21099,non functional
21102,functional
21103,non functional
21111,functional
21114,functional
21118,non functional
21122,functional
21129,non functional
21130,functional
21134,non functional
21136,functional
21138,functional
21148,functional
21152,non functional
21157,functional
21165,functional
21170,functional
21171,non functional
21178,functional
21181,functional
21183,non functional
21188,functional
21189,functional
21190,functional
21208,non functional
21218,functional
21223,functional
21243,non functional
21249,functional
21251,functional
21263,functional
21265,functional
21276,functional
21281,functional
21294,functional
21296,non functional
21298,non functional
21300,functional
21308,non functional
21321,non functional
21322,functional
21325,functional
21335,functional
21345,functional
21355,non functional
21356,functional
21360,functional
21361,non functional
21366,functional
21369,non functional
21370,functional
21373,functional
21381,functional
21386,functional
21388,functional
21389,functional
21395,non functional
21400,functional
21402,functional
21405,non functional
21410,non functional
21412,functional
21420,functional
21422,functional
21425,non functional
21429,non functional
21436,functional
21438,functional
21439,functional
21442,non functional
21456,non functional
21457,functional
21463,functional
21477,functional
21479,functional
21491,functional
21498,non functional
21502,functional
21503,non functional
21520,functional
21523,functional
21525,non functional
21527,functional
21529,non functional
21533,functional
21543,functional
21544,functional
21552,non functional
21559,functional needs repair
21561,functional
21562,non functional
21565,non functional
21566,non functional
21571,functional
21572,functional
21578,functional
21584,functional
21587,non functional
21593,functional
21596,functional
21600,non functional
21604,functional
21610,non functional
21611,non functional
21616,non functional
21617,functional
21618,functional
21621,non functional
21628,functional needs repair
21631,functional
21654,functional
21656,non functional
21662,functional
21663,non functional
21674,functional
21675,functional
21680,functional
21682,non functional
21686,non functional
21699,non functional
21703,non functional
21706,functional
21708,non functional
21711,functional
21714,non functional
21717,non functional
21718,functional
21722,functional
21723,functional
21728,functional
21735,functional
21741,functional
21746,functional
21749,functional
21757,non functional
21758,functional
21768,functional
21770,functional needs repair
21774,functional
21778,non functional
21780,non functional
21781,functional
21786,functional
21795,functional
21798,non functional
21802,functional
21806,non functional
21813,functional
21815,functional needs repair
21818,non functional
21824,functional
21826,non functional
21828,non functional
21831,functional
21835,functional
21845,functional
21846,functional
21848,functional
21850,non functional
21851,functional
21863,functional
21868,functional
21870,non functional
21873,non functional
21874,functional
21877,functional
21881,functional
21882,functional
21886,functional
21889,functional needs repair
21890,non functional
21892,non functional
21899,non functional
21903,non functional
21916,non functional
21918,functional
21920,non functional
21923,functional
21924,functional
21926,non functional
21930,functional
21932,non functional
21958,non functional
21961,functional
21963,non functional
21969,non functional
21979,functional
21982,non functional
21985,functional
22001,functional
22011,functional
22016,non functional
22019,non functional
22020,non functional
22035,non functional
22059,functional
22062,functional
22064,non functional
22065,non functional
22069,non functional
22073,functional needs repair
22078,functional
22079,functional
22080,functional
22081,functional
22089,non functional
22096,functional
22099,functional
22102,functional
22104,functional
22111,non functional
22122,non functional
22123,non functional
22124,functional
22127,functional
22131,functional
22134,functional
22136,functional
22140,non functional
22141,functional
22145,non functional
22153,functional
22154,functional
22161,functional
22168,functional
22169,functional
22173,functional
22174,functional
22177,functional
22181,functional
22192,non functional
22209,functional
22220,non functional
22221,functional
22223,functional
22228,non functional
22234,non functional
22237,non functional
22239,functional
22240,functional
22251,functional
22260,functional
22262,functional
22263,functional
22264,functional
22275,non functional
22286,functional
22290,non functional
22292,functional
22310,functional
22342,functional
22345,non functional
22346,functional
22347,functional
22349,non functional
22350,non functional
22351,functional
22353,non functional
22366,functional
22375,functional
22379,functional
22382,functional
22384,functional
22388,functional
22391,functional
22394,functional
22395,functional
22399,functional
22401,functional
22407,functional
22410,functional
22412,functional
22425,functional
22428,non functional
22439,functional
22440,non functional
22443,non functional
22449,functional
22460,non functional
22461,functional
22463,non functional
22464,non functional
22468,functional
22474,functional
22477,functional
22483,functional
22485,functional
22486,functional
22496,functional
22498,functional
22504,functional
22508,functional
22537,non functional
22547,functional
22548,functional
22552,functional
22555,non functional
22557,non functional
22567,functional
22568,functional
22586,functional
22587,functional
22588,non functional
22594,functional
22598,functional
22599,non functional
22604,functional
22608,functional
22616,functional
22617,non functional
22619,non functional
22620,functional
22622,non functional
22623,non functional
22628,functional needs repair
22629,functional
22633,functional
22634,functional
22653,functional
22654,functional
22655,functional needs repair
22657,functional
22661,functional
22663,functional
22669,non functional
22676,functional
22678,functional
22691,non functional
22697,non functional
22698,functional
22705,functional
22708,non functional
22711,functional
22712,non functional
22727,non functional
22728,functional
22734,functional
22740,non functional
22742,functional
22746,functional needs repair
22751,functional
22763,functional
22764,non functional
22775,functional
22780,functional
22787,non functional
22788,functional
22797,non functional
22800,functional
22802,functional
22811,functional
22821,functional
22828,non functional
22830,non functional
22833,functional
22839,functional
22845,functional
22851,functional
22859,functional needs repair
22873,functional
22874,non functional
22877,non functional
22882,non functional
22892,functional
22896,functional
22899,functional
22902,functional
22905,functional
22916,functional
22918,functional
22920,non functional
22924,functional
22929,functional
22938,non functional
22941,functional
22943,functional
22945,non functional
22947,non functional
22953,non functional
22954,functional
22956,functional
22979,functional
22997,functional
23001,functional
23013,functional
23021,non functional
23027,functional
23029,functional
23040,functional
23041,non functional
23043,non functional
23049,functional
23050,non functional
23061,functional
23063,functional
23067,non functional
23075,non functional
23078,functional
23080,non functional
23085,non functional
23092,functional
23094,non functional
23103,non functional
23109,non functional
23112,non functional
23114,functional
23125,functional
23132,functional
23133,non functional
23138,functional
23139,non functional
23140,non functional
23147,functional
23150,functional
23155,functional
23163,functional
23168,non functional
23175,functional
23177,functional
23180,non functional
23201,functional
23203,functional
23218,functional
23227,functional
23234,non functional
23237,functional
23245,non functional
23248,functional
23249,functional
23254,functional needs repair
23257,functional
23260,non functional
23272,non functional
23275,non functional
23279,non functional
23280,non functional
23285,non functional
23297,functional
23301,non functional
23306,non functional
23309,non functional
23323,non functional
23332,non functional
23343,functional
23350,non functional
23351,functional
23352,functional
23359,non functional
23370,functional
23375,non functional
23384,non functional
23387,functional
23395,functional needs repair
23400,non functional
23402,functional
23403,non functional
23404,functional
23414,functional
23422,functional
23426,functional
23427,functional
23440,functional
23443,functional
23447,non functional
23451,functional
23462,functional
23463,non functional
23467,functional
23484,functional
23485,functional
23489,functional
23492,functional
23502,functional needs repair
23503,functional
23504,functional
23505,functional
23511,functional
23513,functional
23516,non functional
23520,functional
23522,functional
23526,non functional
23528,functional
23530,functional
23534,functional
23539,functional
23542,functional
23544,functional
23552,non functional
23557,functional
23566,non functional
23575,functional
23581,non functional
23587,functional
23589,non functional
23597,non functional
23600,functional
23607,non functional
23610,functional
23616,functional
23619,functional
23621,functional
23626,functional
23627,non functional
23634,functional
23638,non functional
23649,functional
23650,non functional
23653,functional
23655,functional
23657,functional
23663,non functional
23669,functional
23670,non functional
23674,functional needs repair
23676,non functional
23677,functional
23679,functional
23681,functional
23690,non functional
23704,non functional
23712,non functional
23715,non functional
23716,functional
23718,non functional
23721,non functional
23728,functional
23734,non functional
23739,non functional
23744,functional
23751,non functional
23752,non functional
23756,non functional
23762,non functional
23763,non functional
23789,functional
23794,non functional
23798,non functional
23807,non functional
23814,functional
23823,functional
23824,non functional
23825,functional
23826,functional
23828,non functional
23831,non functional
23834,functional
23838,non functional
23856,non functional
23868,non functional
23876,non functional
23879,functional
23880,functional
23881,non functional
23883,functional
23890,non functional
23894,non functional
23899,functional
23901,functional
23909,functional
23914,functional
23917,functional
23921,functional
23923,non functional
23929,functional
23933,functional
23934,non functional
23936,functional
23944,functional
23946,functional
23947,functional
23951,functional
23955,functional
23956,functional
23967,functional
23973,functional
23974,functional
23977,non functional
23980,functional
23988,functional
23991,non functional
23998,functional
24003,functional
24011,non functional
24024,non functional
24033,non functional
24037,functional
24040,non functional
24041,functional
24055,functional
24062,functional
24064,non functional
24069,non functional
24072,non functional
24076,functional
24083,functional
24085,functional
24086,functional
24090,non functional
24095,functional
24104,functional
24105,functional
24107,functional
24111,non functional
24112,non functional
24123,functional
24130,non functional
24134,functional
24140,functional
24153,functional
24155,functional
24156,non functional
24170,non functional
24172,functional
24187,functional
24195,non functional
24201,functional
24206,functional
24210,non functional
24211,non functional
24219,functional
24223,functional
24229,functional
24241,functional
24256,non functional
24266,functional
24268,functional
24269,functional needs repair
24276,functional
24277,non functional
24282,non functional
24291,non functional
24293,functional
24295,non functional
24296,functional
24301,non functional
24304,functional
24312,functional
24315,functional
24316,non functional
24324,non functional
24325,functional
24327,functional
24328,non functional
24329,functional
24332,functional
24333,functional
24337,functional
24342,non functional
24343,functional
24346,functional
24347,functional
24354,non functional
24358,non functional
24362,functional
24366,non functional
24373,functional
24375,non functional
24383,non functional
24384,functional
24387,functional
24390,functional
24399,functional
24407,non functional
24421,functional needs repair
24423,non functional
24427,functional
24430,non functional
24437,non functional
24449,non functional
24452,functional
24453,non functional
24456,functional
24461,functional
24463,non functional
24464,functional
24469,functional
24477,non functional
24479,functional
24486,functional
24493,functional
24509,functional
24516,non functional
24517,functional
24523,non functional
24528,functional
24533,functional
24535,functional
24537,functional
24548,functional
24549,functional
24552,non functional
24561,functional
24562,functional
24567,functional
24590,functional
24608,non functional
24609,functional
24615,functional
24619,functional
24620,functional
24623,functional
24637,functional
24643,functional
24649,functional
24658,functional
24659,functional
24662,functional
24667,functional
24670,non functional
24689,functional
24692,functional
24693,functional
24697,non functional
24705,functional
24709,non functional
24712,functional
24716,functional
24722,non functional
24729,non functional
24730,functional
24733,functional
24742,functional
24744,functional
24747,functional
24759,functional
24762,functional
24769,functional
24770,functional
24771,functional
24782,non functional
24795,non functional
24798,non functional
24799,functional
24805,functional
24806,functional
24812,non functional
24816,functional
24820,functional
24822,functional
24823,functional
24829,non functional
24832,functional
24833,functional
24834,functional
24844,non functional
24845,non functional
24848,functional
24853,non functional
24854,functional
24857,non functional
24859,non functional
24877,functional
24882,functional
24883,functional
24884,non functional
24887,functional
24888,functional
24892,functional
24897,functional
24906,functional
24908,functional
24910,functional
24915,functional
24922,functional
24925,non functional
24927,non functional
24928,functional
24934,functional
24939,non functional
24970,functional
24975,functional
24977,functional
24979,functional
24986,non functional
25002,non functional
25004,non functional
25010,non functional
25016,non functional
25020,functional
25022,non functional
25024,functional
25028,functional
25032,functional
25038,non functional
25043,functional needs repair
25047,functional
25048,functional
25064,functional
25066,non functional
25068,functional
25076,functional
25079,functional
25081,functional
25082,functional
25092,non functional
25093,functional
25095,non functional
25108,functional
25117,non functional
25119,functional
25120,functional
25121,non functional
25137,non functional
25149,functional
25153,functional
25154,functional
25161,non functional
25166,non functional
25167,non functional
25169,functional
25171,functional
25173,functional
25176,functional needs repair
25186,functional
25195,functional
25200,non functional
25204,non functional
25206,functional
25224,functional
25228,functional
25229,functional
25245,functional
25254,non functional
25256,non functional
25257,functional
25263,non functional
25264,non functional
25269,functional
25271,functional
25281,non functional
25292,functional
25307,functional
25313,non functional
25314,functional
25321,functional needs repair
25322,functional
25323,functional
25325,non functional
25328,functional
25329,functional
25332,functional
25338,functional
25350,non functional
25358,functional
25360,functional
25363,functional
25393,non functional
25407,functional
25410,functional
25411,non functional
25420,functional
25422,non functional
25433,non functional
25439,functional
25444,non functional
25448,functional
25478,functional
25479,functional
25482,functional
25483,functional
25505,non functional
25507,functional
25509,functional
25515,non functional
25532,functional
25537,non functional
25558,functional
25560,non functional
25564,functional
25572,functional
25574,non functional
25587,functional
25609,functional
25631,non functional
25647,non functional
25649,functional
25652,functional
25669,functional
25672,functional
25673,functional
25677,functional
25681,functional
25686,functional
25700,functional
25702,non functional
25706,non functional
25707,non functional
25723,non functional
25727,functional
25730,functional
25739,non functional
25750,functional
25759,non functional
25763,functional
25764,functional
25767,non functional
25771,non functional
25789,non functional
25800,functional
25806,functional
25812,non functional
25823,functional
25825,functional
25848,non functional
25850,non functional
25863,functional
25872,non functional
25881,functional
25885,functional
25889,functional
25894,functional
25897,functional
25898,non functional
25900,functional
25901,functional
25904,non functional
25907,functional
25908,functional
25921,functional
25922,functional needs repair
25928,functional
25929,non functional
25933,functional
25938,functional needs repair
25949,non functional
25957,non functional
25972,non functional
25979,non functional
25980,functional
25981,functional
25982,functional
25988,functional
25989,functional
25993,non functional
25996,non functional
25998,non functional
26006,non functional
26013,non functional
26014,non functional
26020,non functional
26021,non functional
26024,non functional
26025,non functional
26037,functional
26044,functional
26047,functional
26049,functional
26055,non functional
26066,non functional
26069,non functional
26070,functional
26077,functional
26078,non functional
26086,functional
26087,functional
26089,functional
26101,functional
26102,functional
26104,functional
26109,functional
26116,non functional
26128,functional
26130,functional
26136,non functional
26137,non functional
26140,functional
26143,functional
26146,functional
26149,functional
26150,functional
26151,non functional
26155,non functional
26159,functional
26165,functional
26166,non functional
26169,non functional
26170,functional
26176,functional
26177,functional
26180,functional
26183,functional
26186,functional
26188,functional needs repair
26191,non functional
26196,functional
26201,functional
26205,functional
26216,non functional
26218,functional
26222,functional
26223,functional
26225,functional
26228,functional
26244,functional needs repair
26250,non functional
26253,functional
26262,functional
26265,non functional
26267,functional
26273,functional
26285,non functional
26292,functional
26297,non functional
26298,functional needs repair
26303,functional
26306,non functional
26308,non functional
26311,functional
26312,non functional
26313,non functional
26325,non functional
26347,functional
26350,non functional
26353,non functional
26371,non functional
26374,non functional
26378,functional needs repair
26380,non functional
26384,non functional
26392,functional
26397,functional
26399,non functional
26401,functional needs repair
26403,functional
26404,functional
26411,non functional
26414,functional needs repair
26422,functional
26423,functional needs repair
26426,functional
26435,non functional
26436,non functional
26440,functional
26444,non functional
26448,functional
26460,functional
26463,functional
26466,functional needs repair
26479,non functional
26480,functional
26482,functional
26485,functional
26488,functional
26492,non functional
26494,non functional
26502,functional
26503,functional
26507,non functional
26511,non functional
26524,non functional
26527,non functional
26536,functional
26541,functional
26549,functional
26561,non functional
26571,functional
26580,functional
26582,non functional
26585,functional needs repair
26592,functional
26597,non functional
26600,functional
26606,non functional
26610,functional
26620,functional
26630,functional
26638,functional
26645,functional
26647,functional
26650,functional
26651,functional
26668,non functional
26671,functional
26672,non functional
26674,non functional
26677,functional
26685,functional
26686,functional
26700,non functional
26709,functional
26710,functional
26713,functional
26715,functional
26716,functional needs repair
26718,functional
26724,functional
26727,non functional
26729,functional
26736,functional
26739,functional
26743,functional
26751,non functional
26753,non functional
26769,functional
26776,functional
26777,non functional
26798,functional
26802,functional
26804,functional
26805,functional
26823,functional
26825,non functional
26827,functional
26829,functional
26830,non functional
26832,functional
26850,non functional
26859,functional
26874,functional
26881,non functional
26891,non functional
26903,functional
26908,functional
26909,non functional
26912,non functional
26920,non functional
26921,functional
26923,functional
26930,non functional
26931,functional
26934,functional
26935,non functional
26936,functional
26949,non functional
26950,non functional
26953,functional
26955,functional
26957,functional
26958,non functional
26960,functional
26963,non functional
26964,functional
26966,functional
26982,non functional
26987,non functional
26995,non functional
27006,non functional
27013,non functional
27014,functional
27022,non functional
27026,non functional
27034,functional
27036,functional
27039,functional
27055,functional
27061,functional
27062,non functional
27071,non functional
27072,non functional
27081,non functional
27084,functional
27090,non functional
27092,functional
27098,functional
27102,non functional
27104,non functional
27110,functional
27111,non functional
27114,functional
27115,functional
27123,non functional
27126,non functional
27127,functional
27131,functional
27137,functional
27152,non functional
27157,functional
27159,functional
27169,non functional
27174,functional
27176,non functional
27178,non functional
27179,functional
27185,functional
27186,functional
27187,functional
27189,non functional
27191,functional
27194,functional
27202,functional
27206,functional
27217,non functional
27222,non functional
27231,functional
27236,non functional
27243,functional
27246,functional
27252,non functional
27254,functional
27265,functional
27267,functional
27270,functional
27273,non functional
27274,non functional
27275,non functional
27280,functional
27284,non functional
27287,non functional
27294,functional
27297,functional
27305,non functional
27306,functional
27311,functional
27332,functional
27339,functional
27341,non functional
27344,non functional
27347,functional
27351,functional
27362,functional
27366,functional
27367,non functional
27372,functional
27382,non functional
27384,functional
27385,non functional
27394,functional needs repair
27398,functional
27399,non functional
27402,functional
27403,functional
27411,functional
27414,functional
27416,functional
27420,functional
27421,functional
27431,functional needs repair
27434,functional
27438,non functional
27440,non functional
27444,functional
27452,functional
27458,functional
27464,non functional
27467,functional
27476,functional
27481,non functional
27482,functional
27483,functional
27491,functional
27493,non functional
27495,functional
