"bathrooms","bedrooms","created","description","display_address","latitude","longitude","price","street_address","interest_level","elevator","cats_allowed","hardwood_floors","dogs_allowed","doorman","dishwasher","no_fee","laundry_in_building","fitness_center","pre-war","laundry_in_unit","roof_deck","outdoor_space","dining_room","high_speed_internet","balcony","swimming_pool","new_construction","terrace","exclusive","loft","garden_patio","wheelchair_access","common_outdoor_space"
1.5,3,"DateObject[{2016, 4, 27, 3, 15, 35}, ""Instant"", ""Gregorian"", -7.]","2 BEDROOMS - CONVERTIBLE 3 IN A MASSIVE DUPLEX WITH 2 TERRACES AND 1.5 BATH! RENOVATED, MASSIVE LIVING ROOM, GREAT SUN EXPOSURE, FULLY EQUIPPED KITCHEN INCLUDING DISHWASHER AND MICROWAVE, FULL MARBLE BATH, GREAT SUN EXPOSURE AND TONS OF CLOSETS!<br /><br />LUXURY BUILDING: WELCOMING LOBBY, 24/7 DOORMAN, ELEVATOR, LAUNDRY, FITNESS CENTER, ROOF DECK AND MORE!<br /><br />LOCATED IN THE HEART OF MIDTOWN WEST, BABY STEPS FROM MAJOR ATTRACTIONS: PENN STATION, TIMES SQUARE, THE EMPIRE STATE BUILDING AND MORE!<br /><br />PLEASE TEXT, EMAIL OR CALL ME AT YOUR EARLIEST CONVENIENCE FOR ADDITIONAL QUESTIONS. I'LL BE MORE THAN HAPPY TO HELP!<p><a  website_redacted","W 34 St.",40.753,-73.9959,4400,"360 W 34 St.","low",1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 23, 18, 25, 28}, ""Instant"", ""Gregorian"", -7.]","THE LOCATION: Located at the northern point of the UWS nearby the integral 110th Street, Cathedral Parkway subway stop, and several subway lines including the #1 train and the #A train. A bustling Neighborhood with numerous shops, stores, and a high energy location THE BUILDING: A thick, marble clad prewar building with enormous walls. This structure is the absolute epitome of a Manhattan prewar building; basically soundproof building with apartments that have high ceilings. THE APARTMENT: Renovated 2 bedroom apartment with good separation between bedrooms, a good-sized living room, tiled lavatory, modern kitchen, and an in-unit washer & dryer in the apartment. This 3 bedroom is priced at an economical rate, which is comparable to many 1-bedroom apartments in the same location. Great value for a true 3 bedroom. Windows are throughout the entire layout, and the apartment has an abundance of natural light in many rooms.","West 109th Street",40.8008,-73.9611,2950,"70 West 109th Street","medium",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 28, 13, 52, 57}, ""Instant"", ""Gregorian"", -7.]","PRIVATE ROOF TOP ACCESS!

Come and take a look at this spacious renovated 3 bedroom East village gem while it lasts! Take delight in all of the culture, art and delicious restaurants this neighborhood has to offer! Apartment features ROOF DECK with PRIVATE entrance perfect for entertaining friends, exposed brick, living room, tons of storage and deep closets, DISHWASHER, hardwood floor, and secured entry system!

For an immediate viewing and additional information, please feel free to call between 6 AM and 12 AM and text me at any time of the day. Any unanswered calls will be promptly returned! Hope to hear from you soon!","EAST VILLAGE",40.7221,-73.9837,4899,"201 east 2nd","medium",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 8, 4, 34, 12}, ""Instant"", ""Gregorian"", -7.]","This fantastic One bedroom with your own private entrance. Apartment features a marble bathroom, washer & dryer, and granite kitchen with dishwasher. Accented by exposed brick, high ceilings, and hardwood floors. Available for immediate occupancy. APARTMENT FEATURES Total RenovationWasher / DryerPrivate EntranceHigh Ceilings [9'0'']Exposed Bricks<br /><br />Conveniently located just blocks from the Union Square and close the 14th Street and 3rd Avenue bus lines and just  from great downtown restaurants and nightlife.<br /><br />NEARBY SCHOOLS Grace Church  - JK-8 CampusSt George AcademyFriends SeminaryHarvey Milk High High  for Health Professions and Human ServicesThe Cooper Union<br /><br />I know this neighborhood and if this apartment does not suit your needs.  I can help you find your dream apartment from the many listings that I have.<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted","East 11th Street",40.731,-73.9876,3195,"221-223 East 11th Street","low",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 26, 2, 21, 32}, ""Instant"", ""Gregorian"", -7.]","Elevator Doorman Live-in Super Video Security High Ceiling Hardwood Floor Roof Deck/Sun Deck (OS) Laundry in the Building Near Park Near Shops Heat Hot Water + Electric Included New Appliances Marble Bath Near Subway(s.<br><p><img src= """" website_redacted width=""""1"""" height=""""1"""" /><ul><li><a target=_blank href= website_redacted Kurt Clouden for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p>","West 92nd Street",40.7928,-73.9758,2300,"304 West 92nd Street","medium",1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 27, 3, 3, 29}, ""Instant"", ""Gregorian"", -7.]","--NO FEE-- 1 BEDROOM-CONVERTIBLE 2, MODERN, STYLISH APARTMENT ,STATE OF THE ART CONSTRUCTION! GRANITE KITCHEN + ISLAND, STAINLESS STEEL APPLIANCES, DISHWASHER, MARBLE BATH, FULL WITH STORAGE SPACE AND NATURAL SUN LIGHT.<br /><br />LUXURY BUILDING: 24\7 DOORMAN, GARAGE, FULLY EQUIPPED HEALTH CLUB, PLAYROOM, LAUNDRY AND MORE.<br /><br />LOCATED IN THE HEART OF MIDTOWN EAST, STEPS AWAY FROM GRAND CENTRAL, BRYANT PARK, NYC LIBRARY, ROCKEFELLER CENTER AND OTHER MAJOR ATTRACTIONS.<br /><br />PLEASE TEXT, EMAIL OR CALL ME AT YOUR EARLIEST CONVENIENCE FOR ADDITIONAL QUESTIONS. I'LL BE MORE THAN HAPPY TO HELP!<p><a  website_redacted","E 47 St.",40.753,-73.9695,3500,"301 E 47 St.","low",0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 9, 4, 44, 10}, ""Instant"", ""Gregorian"", -7.]","THIS IS A MUST SEE APARTMENT IN A PRIME LOCATION IN THE WEST VILLAGE.TRUE 2 BR.APARTMENT FEATURES HARDWOOD FLOOR, HIGH CEILING,WASHER/DRYER, DISHWASHER, GRANITE COUNTER TOPS,SS APPLIANCES, HOTEL STYLE MARBLE BATH AND MANY MORE,...TO VIEW THIS APARTMENT AND OTHERS IN THE CITY,CALL IBRAHIM TAKANE AT 501-606-3449<br /><br /><br /><br /><br /><br /><p><a  website_redacted","East 13th Street",40.7302,-73.9826,3250,"410 East 13th Street","medium",0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 6, 12, 3, 19, 14}, ""Instant"", ""Gregorian"", -7.]","Gut renovated 2 rooms studio  apartment located in pre- war building. The building is located 4 blocks away from the Main St train station and 30 minutes to Manhattan. The kitchen is newly renovated with SS appliances and granite counter top and is open with the living room.The bathroom is updated too and the bedroom is good enough for queen size bed. Please, text, email, to schedule an appointment, Adriana 299-278-7966, kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted","34th Road",40.7663,-73.8288,1350,"139-06 34th Road","high",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 13, 3, 7, 33}, ""Instant"", ""Gregorian"", -7.]","Great studio in the west village. A sunny studio withhardwood floors located in a elevator doorman building. To Viewcall or text Andre, 773-528-5983","Christopher St",40.7328,-74.0089,2500,"165 Christopher St","low",1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 20, 3, 7, 19}, ""Instant"", ""Gregorian"", -7.]","This charming 1 bedroom apartment features an extra large living room, HARDWOOD floors throughout, and high ceilings!!!  This lovely apartment also boasts a SEPARATE kitchen equipped with a Dishwasher and Microwave.  You have to see it to believe it!!!<br /><br />This apartment is located in a beautifully maintained building with Laundry close to the 1 train.<br /><br />The Upper West Side is home to Riverside Park, Central Park, Columbia , Morningside Park, 116th Street Shopping Corridor, Whole Foods, Michael's, Tj Maxx, Sephora, Home Goods, Gabriela's, Elizabeth's, Tom's Restaurant, Crepes on Columbus, Mornngside Park Farmer's Market which only names a few of the sites, shops and restaurants you will be able to experience while living in this vibrant historic community.<br /><br />Not your dream home? Call, text, or email me today I grew up on the Upper West Side. Let me help you find the home you've been dreaming about!!!*Price listed is quoted with a $150.00/month rent credit for Direct Payment.<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted","West 104th Street",40.7992,-73.9674,2450,"210 West 104th Street","low",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 21, 5, 27, 35}, ""Instant"", ""Gregorian"", -7.]","Midtown apartment now available to rent.Feel free to e-mail me or give me a call when you can come in to the office and take a look at the apartment.Studio - $ 2,400<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","E 55 Street",40.7588,-73.9694,2400,"160 E 55 Street","low",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 4, 14, 14, 30}, ""Instant"", ""Gregorian"", -7.]","BEAUTIFUL 2BR IN AWESOME AREA!

This large 2BR is located in the heart of Mid-Town East, an area known for being trendy and upcoming. Find yourself in the heart of the NYC action! Conveniently located near the E,M, and 6 subway lines.

Renovated kitchen features new appliances and great counter/ cabinet space and large pantry.

Queen- sized bedrooms with generous closet space. 

Bright natural light and exposed brick with mantle give extra charm and comfort.

For information on this and other, similar apartments, contact:
kagglemanager@renthop.com
624-150-8136
","E 51ST STREET",40.756,-73.9687,2800,"239 E 51ST STREET","medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 24, 2, 32, 40}, ""Instant"", ""Gregorian"", -7.]","Luxury studio with balcony open floor plan with a renovated kitchen, fully equipped with ss appliances, dishwasher and granite counter tops. Ceramic tile baths with marble vanities. Over sized windows and plenty storage room. 24 Hour Attended Lobby, entertainment lounge and gym.Pricing and availability are always subject to change depending on demand and availability. For more info about this apartment or to request more info about all other apartments you can contact me daily 8AM-10PM.<br /><br />No broker fee<br /><br /><br /><br /><p><a  website_redacted","West 43rd Street",40.7612,-73.9978,2600,"560 West 43rd Street","low",1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2.,3,"DateObject[{2016, 4, 12, 2, 44, 0}, ""Instant"", ""Gregorian"", -7.]","PRIVATE Outdoor space! Washer/Dryer in unit! This is a TRUE 3 bedroom apartment and has 2 FULL BATHROOMS All bedrooms are queen sized and have windows & closets. Just Renovated and kitchen features stainless steel appliances, dishwasher and above stove-top microwave for more counter space. Other features include - marble, windowed bathroom, hardwood floors, and 3 queen sized bedrooms.<br /><br />Located in the heart of the East Village This charming building features classic New York City style with nicely painted crown moldings and marble floors throughout the hallways. It is located close to St. Marks, Tompkins Square Park, and some of the best restaurants, bars, cafes, music venues, coffee shops, art galleries, boutiques and thrift shops in NYC. Rent price is net effective rent after two months free on the lease. This apartment is under construction with a complete gut renovation with everything being brand new!! Pictures are a finished apartment in the similar finishes. Also near the Subway and several buses. Pets OK! Shares OK! Out-of-State Guarantors OK!<br /><br />My name is Randy Smith from Miron Properties and my team and I are located in the East Village and are EXPERTS in the area. We would be happy to assist you in finding an apartment to be your next home. Call or email me today with any questions and/or to schedule a viewing and tour<br /><br /><br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted","East 10th Street",40.7297,-73.986,5100,"209 East 10th Street","medium",0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.,2,"DateObject[{2016, 4, 21, 6, 38, 26}, ""Instant"", ""Gregorian"", -7.]","EVERYBODY LOVES CHELSEA! 2 minute walk to C,E trains ++ Pet friendly. Bright and sunny! with exposed brick. Bedrooms fit QUEEN/FULL sized beds with ample closet space. Kitchen features all white appliances with stone tile back-splash.Separate living/dining area. Marble bath.High ceilings with track lights. Heat and Hot water included in rent.Call or text Lee at 657-667-4203<br /><br /><br /><br /><br /><br /><p><a  website_redacted","West 21st Street",40.7444,-74.,3600,"309 West 21st Street","low",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 29, 20, 11, 12}, ""Instant"", ""Gregorian"", -7.]","SHOWING SATURDAY 4/29/16

Spacious 1 Bedroom 1 Bathroom that was recently converted and renovated with new floors. Almost 700sqft with a large living area and bathroom with standing shower and lots of storage space. This apartment is on the second floor of a walk up building. Includes a half kitchen with stainless steel refrigerator and good counter space - Half kitchen means no oven/stove top. Along with being in an amazing location, the utilities are included in the rent price! This is a family owned building and a great place to live so we are looking for tenants who will be conscious and respectful of the building and other who live there.

Feel free to call/text me directly for more information and showing

Luke","133 E 27th Street",40.742,-73.9826,1800,"133 E 27th Street","high",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 13, 3, 14, 53}, ""Instant"", ""Gregorian"", -7.]","This decadent Doorman &amp; Elevator building livens up its surroundings by exhibiting style &amp; a certain level of sophistication,  rarely if ever,  found in an affordable flat. High ceilings,  hardwood flooring, and full amenities.  This apartment is located in a high quality prewar building with pro doorman.                                                                                                  Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","Amsterdam Ave.",40.7976,-73.968,2300,"850 Amsterdam Ave.","low",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 27, 5, 21, 36}, ""Instant"", ""Gregorian"", -7.]","This Super-Spacious Beauty is 1 Bed & 1 Bath. Filled with character and class. Bright front facing living room with Painted Brick Walls. Separate Gallery Kitchen with Mint Condition Appliances and Marble bathroom.<br /><br />Located at a verdant tree-lined block in the heart of Upper East Side - close to grocery stores, clothing shops, nail salons, restaurants, bars, delis, gyms, pharmacies, etc. Pretty much everything you need at your fingertips.<br /><br />Contact Syed to view this apartment today!<br /><br /><p><a  website_redacted","E 94th St.",40.7836,-73.9491,2295,"219 E 94th St.","low",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 13, 2, 31, 8}, ""Instant"", ""Gregorian"", -7.]","CooperCooper.com :: Web ID #130753; Access 1000s of Unique Listings Online; APARTMENT FEATURES: Washer/Dryer, Dishwasher, Granite Kitchen, Stainless Kitchen, Central A/C, Wood Floors; BUILDING AMENITIES: Rental, Post-War, Hi-Rise, Doorman, Concierge, Elevator, Gym, Laundry Room, Roof Deck, Pets Allowed, Bike Room, Lounge, Children's Playroom, Garage, Storage Room; AREA/NEIGHBORHOOD: Central Park to the West, Museum of the City, Access to M101, M102 & M103, Access to the 4,5 & 6 Subways, Harvest Homes Farmers Market, East River Promenade, Fine Fare Supermarket; CONTACT US: For more information or to schedule a viewing, call Cooper &amp; Cooper at 000-420-2751 or email: kagglemanager@renthop.com; HELPFUL LINKS: Find A C&amp;C Associate - CooperCooper.com/Associates; Search 1000s Of Apartments - CooperCooper.com/SearchRentals; Attend Our Next Buying Seminar - CooperCooper.com/BuyingSeminar; Read Reviews - CooperCooper.com/Testimonials","Lexington Avenue",40.7868,-73.9504,3138,"1510 Lexington Avenue","low",1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,3,"DateObject[{2016, 4, 15, 3, 41, 32}, ""Instant"", ""Gregorian"", -7.]","Set An Appointment Here:  website_redacted can show you anything that Bohemia has so there is no need to &quot;Agent Hunt&quot;**Condo Style Finishes and apartment amenities make this place a classy and comfortable place to call home. Couple that with the local amenities of South Harlem and it becomes the perfect spot for you and yours. Take a Peek!!THE APARTMENT:Location: 114th and 8th ave-Condo Style Finishes-Gorgeous White Tiled Living Room-Open Concept Kitchen/Living Room-Stainless Steel Appliances-Dark Wood Cabinetry-Dishwasher-Washer/Dryer-Queen and Full Sized Bedrooms-Sun FilledTHE BUILDING:-Pets OK-Local Amenities: Great Dining(Restaurant Row of Harlem), Supermarkets, Cafes, Central Park and Morningside Park, Steps from 2,3,B,C Trains*Actual Apartment Photos*Call or Text Hakim to View: kagglemanager@renthop.com An Appointment Here:  website_redacted have access to EVERYTHING in the Bohemia inventory. So let's find you a great apartment, and along the way i'll show you anything from the perfect Boozy Brunch, to finding a show, to the perfect date night spot. Let's Explore!!","West 114th",40.8035,-73.9567,3750,"303 West 114th","low",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 12, 6, 1, 1}, ""Instant"", ""Gregorian"", -7.]","Building Characteristics:Twenty-four hour concierge ---------------On-site lifestyle concierge by Luxury Attach? ------------------12,000+ SF Event Center with hotel quality facilities & amenities --------------------Elegant glass-enclosed private lounge with magnificent river views, billiards table and wet bar ----------------------------Fully-equipped fitness center -------------Sun deck has spectacular city and river views -----------Valet services including dry cleaning, laundry & housecleaning available -------On-site parking available<br /><br />APARTMENT CHARACTERISTICS: --------Inspiring panoramas through oversized windows --------------Gourmet kitchen with stainless steel appliances, maple cabinetry, granite countertops and floors --------------------Sophisticated baths with deco tile walls and hexagonal tile floors ---------------------Soaring 10?-13? ceilings -----------------Custom built closets<br /><br /><br /><br /><p><a  website_redacted","Washington Place",40.708,-74.0149,3097,"90 Washington Place","low",0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 5, 3, 45, 49}, ""Instant"", ""Gregorian"", -7.]","Super sized apartment!  2 large bedrooms / one bath with  separate living room.  Ample closet space.Email me now for a private viewing.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted","1764 First Avenue",40.7803,-73.9465,2495,"1764 First Avenue","high",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,1,"DateObject[{2016, 4, 19, 3, 18, 19}, ""Instant"", ""Gregorian"", -7.]","ACCEPTED APPLICATION - Upon entering the iswonderfully renovated, high floor one bedroom, one AND A HALF bathapartment, one is greeted by two large closets in the entry foyer.Another step in and one is immediately struck by the massivesun-filled living room. At 19 feet wide and high ceilings, it'seasy to imagine making this space your own. It's size easilyaccommodates a dining and living area. The huge renovated kitchensparkles and the huge window will make cooking an even greater joy.Enter the double exposure (S and E) bedroom and the notice theexpansive city views and teeming sunshine. This bedroom swallows aking size bed, with a surprising amount of room to spare. To be socentrally located on the UWS and to have this quiet sunnyretreat..now that is truly a find. The quiet bedroom is a welcomerespite from a busy day. Come be impressed by one of the UWS's mostclassic pre-war doorman rental buildings. Stately perched at 83rdand Broadway, come allow the friendly doormen and stately lobby towelcome to your new home.","222 West 83rd Street",40.7861,-73.9777,3400,"222 West 83rd Street","low",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 6, 21, 6, 30, 27}, ""Instant"", ""Gregorian"", -7.]","STUNNING brand new building. Amazing views from the apartments floor to ceiling windows, central air, washer dryer, custom closets. This studio feels larger than it is and has lots of light with high ceilings adding to an already well thought out layout. Kitchen is open loft style with stone counter top and full sized appliances making cooking and entertaining an dream.<br /><br />The building has a fully kitted out gym while the roof deck has sweeping views of both Manhattan and Brooklyn. Located round the corner from all Dumbo has to offer like Brooklyn Roasting Co. The Ice Cream Factory and Shake Shack to name a few. Fantastic night life and easy access to Manhattan or the rest of Brooklyn.<br /><br />Please email me asap to see this building as the apartments will not last long.<br />","Water Street",40.7032,-73.9914,3156,"60 Water Street","low",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.,2,"DateObject[{2016, 4, 28, 5, 38, 29}, ""Instant"", ""Gregorian"", -7.]","This is a must see breath taking  residential tower , a singular addition to the iconic Manhattan skyline.  undulating waves of stainless steel that reflect the changing light, transforming the appearance of the building throughout the day. Gehry's distinctive aesthetic is carried across the interior residential and amenity spaces with custom furnishings and installations. Everything in these apartments feels like it is custom built for you. These are must see apartments with extreme luxury details.Please feel free to contact me for any further details<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted","Spruce St.",40.7111,-74.0055,6500,"8 Spruce St.","low",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 20, 6, 6, 19}, ""Instant"", ""Gregorian"", -7.]","Fully Renovated Large Alcove Studio. New kitchen with granite counter tops and full size stainless steel appliances including dishwasher and microhood. Renovated bathroom with a tub. Lots of closets all customized.  Building features: 24 hr doorman, new renovated lobby, package room, laundry facility, live in super, and parking available *extra charge.  Contact Nathan 978-329-9727 to schedule a private showing!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted","East 19th Street",40.7356,-73.9828,2830,"245 East 19th Street","medium",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 27, 3, 12, 32}, ""Instant"", ""Gregorian"", -7.]","<center><strong>LUXURY AMENITIES:</strong><br>  -GYM<br>-Concierge Service<br>-Elevator<br> -Laundry<br>-Lounge with FREE Wi-Fi<br> -Complementary Bike Storage<br> -Storage Room<br>-Parking<br>-Garage<br> -Pets friendly<br><br/><br/><center><strong>APARTMENT FEATURES:</strong><br>  -Bright rooms<br>-Living room with dining area<br>-Large convertible 2br<br>-Suitable for 2 king size beds<br>-Granite kitchen<br> -Dishwasher<br> -Air Conditioning<br>-Walk-in Closets<br>-Included Utilities<br>-Complete Renovation<br><br/><br/><center>Select vacant units with No Fee.<br><br/><br/><center>Appointments contact:  Alex.","E 14th St.",40.7316,-73.9839,3400,"328 E 14th St.","high",1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1.,1,"DateObject[{2016, 4, 9, 5, 23, 36}, ""Instant"", ""Gregorian"", -7.]","Newly renovated 4th floor 1BR in Midwood ready for move-in! The bedroom (11x14) is large enough to hold a king-sized bed with ease while the living room (15x15) is very spacious. The eat-in-kitchen (10x9) can hold a table and includes a brand-new stove, refrigerator and dishwasher. Hardwood floors throughout the apartment and multiple windows provide plenty of sunshine. 4 closets are spread throughout the unit to maximize storage space. Located in a pre-war elevator building with an on-site super and laundry in the building (accessed through a separate entrance). Heat and hot water are included. Cats OK, no dogs. Two blocks away from the Avenue M Q subway station and around the corner from the B9 bus stop. First month's rent, security deposit and broker fee due at lease signing. PLEASE NOTE: tenant must make 40x the monthly rent ($62,000) and have great credit.<br /><br />Don't wait...call or text Chris Lucas at 462-879-5870 NOW to schedule a viewing!<br /><br />Please note I also have listings in the following neighborhoods: Dumbo, Brooklyn Heights, Cobble Hill, Carroll Gardens, Red Hook, Gowanus, Boerum Hill, Fort Greene, Clinton Hill, Park Slope, Crown Heights, Kensington, Bed Stuy, Prospect Heights and Lefferts Gardens. Don't hesitate to contact me to view an apartment in any of those Brooklyn hotspots!<br /><br /><p><a  website_redacted","Ocean Ave.",40.6167,-73.955,1475,"1854 Ocean Ave.","high",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.,0,"DateObject[{2016, 6, 12, 14, 12, 49}, ""Instant"", ""Gregorian"", -7.]","","46th Street",40.6503,-74.0135,2195,"250 46th Street","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,0,"DateObject[{2016, 4, 19, 5, 26, 14}, ""Instant"", ""Gregorian"", -7.]","Renovated Studio conveniently located in the upper west side it features Exposed Brick, Hardwood floor, Updated Bathroom, and Closet space. Steps to Subway, Shopping, and other appealing places of the city.<br /><br />-----Shpetim-Tim- Kola---WEICHERT PROPERTIES l NYC---C: 189-842-0888---E: kagglemanager@renthop.com<br /><br />++Feel free to contact me anytime and I look forward to finding your new home.<br /><br />+++++VIDEO CLIP AVAILABLE UPON REQUEST!!!<p><a  website_redacted","West 82nd Street",40.7852,-73.9777,1795,"208 West 82nd Street","high",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.,2,"DateObject[{2016, 4, 12, 2, 36, 32}, ""Instant"", ""Gregorian"", -7.]","The building is fully staffed with doormen and a concierge who welcome you, followed by High-speed, state-of-the-art elevators that quickly whisk you to your apartment floor.Another amazing amenity is the spectacular two-story penthouse health club. Enjoy state-of-the-art weight training, aerobics/exercise areas, sauna, steam and massage rooms plus a 45? x 35? glass-enclosed swimming pool and two outdoor sun decks. Unwind in our spacious lounge. The perfect place to rendezvous with friends.<br /><br />AMAZING OPPORTUNITY!! 2 BEDROOM -- LARGE LIVING -- LUXURY KITCHEN WITH STAINLESS STEEL APPLIANCES AND GRANITE COUNTER TOPS -- MANY CLOSETS -- HIGH FLOOR W GREAT LIGHT AND SOUTH VIEWS!!<br /><br />BEST PRICE IN THE AREA!!! WON'T STAY LONG!! NO BROKER FEE!!!<br /><br />IF YOU HAVE ANY QUESTIONS CONCERNING THE APARTMENT OR ANY OTHER AND IF YOU WOULD ALSO LIKE TO SCHEDULE FOR A VIEWING, PLEASE FEEL FREE TO CONTACT ME AT ANYTIME. I Can be reached @ Cell: 084-153-9883 or kagglemanager@renthop.com<p><a  website_redacted","E 95 St.",40.7842,-73.94800000000001,2900,"205-235 E 95 St.","medium",1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
1.,1,"DateObject[{2016, 4, 22, 2, 23, 33}, ""Instant"", ""Gregorian"", -7.]","a stately pre-war building on W 55th and 6th ave, amazing location in the heart of midtown. Central Park South just steps away this is home to some of Manhattan's most beautifully appointed luxury apartments. The apartment Features high ceilings, restored plaster moldings and beams, marble baths, entry foyer and many closets including huge walk-ins. Wausau thermopane windows for superior sound insulation. Select units have a wood burning fireplaces with marble hearths and kitchens with granite. It also features large windows fludding the apartment with natural light<br /><br />BUILDING FEATURES 24-Hour Doorman Sky's The Limit Concierge Services, Pet Friendly, New Laundry room, Fully Equipped Fitness Center.......<br /><br />For more info or to schedule an appointment to view contact: Eli 910-483-6814<br /><br /><p><a  website_redacted","W 55th St.",40.7633,-73.9785,3250,"101 W 55th St.","low",1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
